id,skills,education,experience_years,role
2229,"cpp, firebase, laravel, leadership, sql",Bachelors,10,Full Stack Developer
2230,"cicd, deep_learning, figma, kotlin, react, selenium, sql",Masters,3,Full Stack Developer
2231,"angular, html, javascript, kafka, machine_learning, technical_writing, tensorflow, websockets",Bachelors,4,Frontend Developer
2232,"cicd, csharp, grpc, machine_learning, nlp",Masters,10,Data Scientist
2233,"csharp, github_actions, html, kubernetes, postgresql",Bootcamp,0,DevOps Engineer
2234,"figma, mongodb_atlas, powerbi, powershell, public_speaking, rest_apis, ruby, swift",PhD,13,UX/UI Designer
2235,"elasticsearch, go, illustrator, mongodb, pytorch, sql, statistics, websockets",Bachelors,0,Data Scientist
2236,"devops, excel, junit, public_speaking, react",Bootcamp,10,Product Manager
2237,"data_analysis, docker, r, scala",Bootcamp,13,Machine Learning Engineer
2238,"cybersecurity, github_actions, hadoop, mongodb, mysql, nosql, photoshop, powershell",Bachelors,0,Database Administrator
2239,"data_analysis, go, kubernetes, linux, nginx, rust",Masters,13,DevOps Engineer
2240,"bash, ethereum, powershell",Masters,13,Systems Administrator
2241,"azure, github_actions, nginx, numpy, selenium, sketch, typescript",Bachelors,6,Systems Administrator
2242,"blockchain, kafka, nlp",Bootcamp,13,Blockchain Developer
2243,"grpc, rails, ruby",Masters,7,Frontend Developer
2244,"bash, cicd, computer_vision, kafka, kotlin, pandas, php, postgresql",Bachelors,15,Data Scientist
2245,"data_analysis, dotnet, jenkins, scala, statistics, supabase, technical_writing, terraform",Masters,2,DevOps Engineer
2246,"apache, apache_spark, computer_vision, cpp, dotnet, excel, figma",Bachelors,13,Robotics Engineer
2247,"leadership, photoshop, postgresql, spring, statistics, ui_design",Bachelors,1,Database Administrator
2248,"deep_learning, flask, kafka, mysql, powerbi",Bachelors,4,Database Administrator
2249,"mongodb_atlas, pandas, tableau",PhD,10,Data Analyst
2250,"dotnet, ethereum, figma, mysql, photoshop, ruby, technical_writing",Masters,9,Blockchain Developer
2251,"django, kotlin, pandas",Bachelors,0,Backend Developer
2252,"data_analysis, github_actions, leadership, mongodb, problem_solving, pytest, python, ui_design",PhD,14,Product Manager
2253,"gcp, gitlab, photoshop, testing",Bachelors,10,DevOps Engineer
2254,"kotlin, nosql, pandas, rest_apis",Masters,6,Data Analyst
2255,"csharp, cypress, javascript, kotlin, spring",Bachelors,8,Backend Developer
2256,"csharp, kotlin, php, tableau, tensorflow, typescript",Bachelors,11,Data Scientist
2257,"nlp, spring, terraform",Bachelors,7,Data Scientist
2258,"express, javascript, selenium, statistics",Bachelors,9,QA Engineer
2259,"csharp, leadership, mongodb, postgresql, rest_apis",Masters,4,Database Administrator
2260,"aws, linux, ruby, websockets",Bootcamp,6,Cybersecurity Analyst
2261,"angular, computer_vision, data_analysis, go, kafka, nginx, photoshop, websockets",Masters,6,Data Scientist
2262,"blockchain, data_viz, devops, figma, illustrator, networking, swift",Masters,11,Systems Administrator
2263,"devops, java, junit, machine_learning, nginx, project_management, selenium",PhD,5,QA Engineer
2264,"agile, computer_vision, cpp, deep_learning, graphql, leadership, mysql, typescript",Bachelors,13,Project Manager
2265,"apache, azure, go, junit, project_management, pytest, rails, scala",Masters,9,QA Engineer
2266,"data_viz, deep_learning, pytorch, solidity, testing",Bachelors,11,Data Scientist
2267,"communication, react, technical_writing, ui_design",Bootcamp,6,UX/UI Designer
2268,"apache_spark, csharp, cybersecurity, java, rabbitmq, ux_research",Bachelors,0,Software Developer
2269,"apache_spark, kafka, nodejs",Masters,1,Backend Developer
2270,"git, supabase, testing",Bootcamp,13,Software Developer
2271,"computer_vision, css, pandas, react, spring, websockets",Bachelors,5,Frontend Developer
2272,"communication, data_analysis, devops, flask, nlp, postgresql, pytest, rabbitmq",Bachelors,14,Data Analyst
2273,"blockchain, kafka, nodejs, nosql, selenium, typescript, ux_research",PhD,13,Backend Developer
2274,"azure, django, scikit_learn",Bachelors,10,DevOps Engineer
2275,"agile, apache_spark, elasticsearch, numpy, php, python",Masters,5,Data Scientist
2276,"firebase, microservices, solidity",Bachelors,10,Backend Developer
2277,"apache, firebase, kafka, mysql, react, vue",Bachelors,4,Frontend Developer
2278,"excel, flask, solidity, terraform",Bachelors,13,Data Analyst
2279,"flask, graphql, hadoop, junit, linux",Bachelors,7,DevOps Engineer
2280,"java, javascript, jenkins, nlp, pytest, pytorch, rust, vue",Masters,3,Frontend Developer
2281,"cpp, illustrator, pytorch, r",Masters,11,Data Scientist
2282,"mongodb, ruby, typescript",PhD,2,Database Administrator
2283,"communication, go, kafka, kotlin, swift, ux_research",Bachelors,3,UX/UI Designer
2284,"agile, figma, graphql, kotlin, nlp, pytest, technical_writing",PhD,4,Technical Writer
2285,"aws, ethereum, numpy",Bachelors,11,Cybersecurity Analyst
2286,"firebase, kafka, nginx, nlp, photoshop, r",Bachelors,1,Data Scientist
2287,"data_viz, devops, ethereum, javascript, nodejs, scikit_learn",Bachelors,8,Frontend Developer
2288,"gitlab, hadoop, public_speaking, r, rust",Bachelors,3,Product Manager
2289,"cicd, css, jira, mysql, nosql, pandas",Bootcamp,11,DevOps Engineer
2290,"aws, java, junit, linux, sketch, vue",Masters,4,Cloud Engineer
2291,"azure, deep_learning, figma, gcp, gitlab, javascript, machine_learning, ui_design",Bachelors,13,DevOps Engineer
2292,"flask, gcp, github_actions, javascript, linux, networking, python, sketch",Masters,9,DevOps Engineer
2293,"html, rails, scala, swift, tableau, tensorflow",Masters,12,Machine Learning Engineer
2294,"aws, docker, express, firebase, kotlin, powerbi, pytorch",Bachelors,0,Full Stack Developer
2295,"django, linux, powershell, pytorch, rails, websockets",Bootcamp,6,Systems Administrator
2296,"docker, excel, illustrator, leadership, powerbi, ux_research",Bootcamp,11,Data Analyst
2297,"apache, cybersecurity, illustrator, selenium, sketch",Bootcamp,13,UX/UI Designer
2298,"illustrator, microservices, mysql, photoshop, r, react",Bachelors,8,Solutions Architect
2299,"kafka, numpy, powershell, rabbitmq, supabase, tableau",Bachelors,5,Data Analyst
2300,"cybersecurity, junit, r, ruby, terraform, typescript",Masters,1,DevOps Engineer
2301,"git, kotlin, nodejs, project_management, pytest, selenium, ux_research",PhD,1,QA Engineer
2302,"azure, leadership, pytorch, r, ruby",Bachelors,8,Cybersecurity Analyst
2303,"elasticsearch, graphql, jira, junit, laravel, machine_learning, nginx, testing",Bachelors,10,QA Engineer
2304,"blockchain, nodejs, nosql, powerbi, rust, supabase, ui_design, ux_research",Bootcamp,14,UX/UI Designer
2305,"devops, nodejs, powershell, problem_solving",Bootcamp,6,Full Stack Developer
2306,"deep_learning, excel, kotlin, project_management",Masters,7,Product Manager
2307,"apache_spark, computer_vision, go",Bootcamp,11,Robotics Engineer
2308,"apache_spark, data_viz, express, javascript, networking, numpy, pytorch, rails",Masters,4,Data Scientist
2309,"grpc, mysql, pandas",Bachelors,14,Data Analyst
2310,"aws, hadoop, supabase, vue",Bachelors,5,Frontend Developer
2311,"apache_spark, azure, docker, excel, typescript",Bachelors,7,DevOps Engineer
2312,"communication, nosql, testing",Bootcamp,1,Frontend Developer
2313,"dotnet, figma, git, kubernetes, numpy, problem_solving, websockets",Bachelors,8,DevOps Engineer
2314,"bash, blockchain, cypress, ethereum, illustrator, rust",Masters,12,Blockchain Developer
2315,"cypress, firebase, gcp, laravel, php, swift, tensorflow",Masters,15,Cybersecurity Analyst
2316,"cypress, data_analysis, git, linux, mongodb_atlas, rest_apis, spring",Bootcamp,11,Software Developer
2317,"numpy, ux_research, websockets",Bootcamp,15,Data Scientist
2318,"azure, mongodb, rabbitmq, vue",Bachelors,3,Cybersecurity Analyst
2319,"gitlab, go, junit, nodejs, pandas, public_speaking, sketch, ux_research",PhD,10,UX/UI Designer
2320,"cicd, cybersecurity, devops, docker, firebase, nlp, selenium, supabase",Masters,13,DevOps Engineer
2321,"devops, jenkins, linux, networking, ruby, testing",PhD,0,Cloud Engineer
2322,"kubernetes, nlp, postgresql, powershell, public_speaking, sketch, spring",Bachelors,12,Backend Developer
2323,"data_viz, deep_learning, docker, problem_solving",Bachelors,15,Backend Developer
2324,"go, powerbi, vue",Bootcamp,2,Data Analyst
2325,"bash, devops, kafka, networking, pandas, photoshop, rabbitmq, scala",Bachelors,15,Systems Administrator
2326,"bash, pandas, react",PhD,2,DevOps Engineer
2327,"data_viz, express, go, swift, ui_design",Masters,5,UX/UI Designer
2328,"html, mongodb, pandas, postgresql, pytorch, spring, ui_design",Bachelors,2,Data Scientist
2329,"angular, bash, grpc, mongodb_atlas",Bachelors,7,Frontend Developer
2330,"angular, elasticsearch, gitlab, jenkins, kotlin, rabbitmq, statistics",Bachelors,3,DevOps Engineer
2331,"apache_spark, computer_vision, java, kafka, scala",Bootcamp,12,Backend Developer
2332,"agile, bash, excel, gcp, jenkins, laravel, mysql, nodejs",Bachelors,1,DevOps Engineer
2333,"graphql, javascript, ux_research, websockets",Bootcamp,10,Software Developer
2334,"agile, illustrator, javascript, networking, rails, selenium, sql, ux_research",Bootcamp,11,Data Analyst
2335,"leadership, rust, ux_research",Bachelors,2,UX/UI Designer
2336,"django, kafka, networking, rails, supabase, terraform",Bachelors,14,Cloud Engineer
2337,"cybersecurity, hadoop, project_management, vue",Bachelors,13,Project Manager
2338,"data_analysis, dotnet, grpc, project_management, react, sketch",Bootcamp,3,Full Stack Developer
2339,"css, gitlab, html, junit, networking, supabase, tableau, technical_writing",Masters,7,Frontend Developer
2340,"django, junit, rest_apis",PhD,1,Backend Developer
2341,"agile, bash, csharp, elasticsearch, go, php, swift, ui_design",PhD,14,UX/UI Designer
2342,"angular, nlp, rust, scikit_learn, testing",Bachelors,13,Software Developer
2343,"bash, cicd, cpp",Masters,15,DevOps Engineer
2344,"agile, communication, java, php, project_management",Bachelors,15,Project Manager
2345,"elasticsearch, mongodb, nlp, ruby, rust, tableau",Bachelors,3,Database Administrator
2346,"figma, gitlab, python, rails, rust, testing",Masters,7,Software Developer
2347,"gcp, networking, rabbitmq, sketch, spring, terraform, vue",Masters,15,Cloud Engineer
2348,"computer_vision, figma, php, powerbi, selenium, solidity, technical_writing",Masters,13,UX/UI Designer
2349,"cicd, data_analysis, ethereum, git, python, pytorch, scikit_learn, testing",Masters,3,Machine Learning Engineer
2350,"cicd, cybersecurity, excel, microservices, postgresql, vue",Masters,9,DevOps Engineer
2351,"azure, bash, django, go, graphql, nosql, powershell, tensorflow",Bootcamp,13,Solutions Architect
2352,"agile, apache_spark, computer_vision, gitlab, machine_learning, microservices, nginx, nlp",Bachelors,3,Data Scientist
2353,"cybersecurity, devops, java",Bachelors,12,Cybersecurity Analyst
2354,"blockchain, data_analysis, php",Bootcamp,1,Blockchain Developer
2355,"git, gitlab, kafka, testing",Masters,12,Software Developer
2356,"kubernetes, powerbi, python, scala, spring",Bachelors,13,Backend Developer
2357,"aws, machine_learning, nodejs, swift",Masters,2,DevOps Engineer
2358,"azure, data_viz, django, excel, jira, powerbi, rust, vue",PhD,2,Data Analyst
2359,"dotnet, jira, junit, tensorflow",Masters,9,Project Manager
2360,"data_viz, devops, docker, express, figma, microservices, mysql",Bachelors,15,Backend Developer
2361,"graphql, jira, kotlin, pytorch, sql, ui_design",Bootcamp,1,Backend Developer
2362,"kotlin, powerbi, spring",Bootcamp,9,Data Analyst
2363,"communication, jira, networking",Bootcamp,12,Project Manager
2364,"hadoop, microservices, powerbi, python",Bachelors,0,Backend Developer
2365,"dotnet, ethereum, excel, github_actions, ui_design",PhD,15,Blockchain Developer
2366,"blockchain, cpp, public_speaking, rust, technical_writing",Bootcamp,13,Product Manager
2367,"grpc, networking, rails, redis, rest_apis",Bootcamp,2,Backend Developer
2368,"agile, elasticsearch, nginx, problem_solving, public_speaking, supabase, swift, websockets",Bootcamp,0,Product Manager
2369,"deep_learning, numpy, powerbi, pytest, react, sketch, spring",Bachelors,11,Data Scientist
2370,"cybersecurity, excel, flask, illustrator, kotlin, linux, microservices, selenium",Bachelors,2,Cybersecurity Analyst
2371,"css, flask, leadership, machine_learning, public_speaking, scikit_learn, selenium, spring",PhD,7,Product Manager
2372,"cpp, illustrator, mongodb, project_management, react, scikit_learn, tableau",PhD,5,Frontend Developer
2373,"agile, cicd, communication, git, kotlin, swift, technical_writing",PhD,7,Software Developer
2374,"css, dotnet, github_actions, java, nodejs, problem_solving, project_management, scikit_learn",Bootcamp,13,Product Manager
2375,"computer_vision, devops, redis, tableau, ux_research",Masters,11,UX/UI Designer
2376,"devops, junit, networking, testing",Bachelors,6,QA Engineer
2377,"cpp, css, cybersecurity, mongodb, php, pytest, r, supabase",Bachelors,7,Robotics Engineer
2378,"csharp, figma, go",Bootcamp,7,UX/UI Designer
2379,"cpp, deep_learning, project_management, statistics",Masters,12,Data Scientist
2380,"graphql, mongodb_atlas, nodejs, typescript",Bachelors,7,Full Stack Developer
2381,"data_viz, django, gcp, junit, linux, mysql, postgresql, solidity",Bachelors,3,Database Administrator
2382,"aws, dotnet, nosql, react, terraform, typescript",Masters,11,DevOps Engineer
2383,"excel, illustrator, scala",Bachelors,1,Data Analyst
2384,"computer_vision, cypress, html, statistics",Bootcamp,2,Frontend Developer
2385,"apache_spark, aws, graphql, mongodb",Masters,6,Solutions Architect
2386,"azure, nodejs, vue",Bootcamp,12,Full Stack Developer
2387,"machine_learning, pytest, ruby, ux_research",PhD,6,QA Engineer
2388,"azure, blockchain, csharp, css, php, technical_writing",Bachelors,5,Solutions Architect
2389,"github_actions, networking, terraform, vue",Bootcamp,0,Systems Administrator
2390,"cpp, javascript, networking, pytorch, tableau",PhD,10,Robotics Engineer
2391,"excel, photoshop, project_management, scala, terraform",Bootcamp,12,Cloud Engineer
2392,"github_actions, kubernetes, public_speaking, react",Bachelors,14,DevOps Engineer
2393,"blockchain, graphql, illustrator, javascript, problem_solving",Bachelors,14,Product Manager
2394,"computer_vision, go, jenkins",Bachelors,0,Robotics Engineer
2395,"linux, pandas, scikit_learn",PhD,9,DevOps Engineer
2396,"bash, docker, graphql, pytorch, testing, ui_design",Bootcamp,3,Software Developer
2397,"angular, postgresql, scala",Bootcamp,5,Frontend Developer
2398,"dotnet, linux, mongodb, scala, selenium, solidity, ui_design",Masters,7,Software Developer
2399,"elasticsearch, public_speaking, react",Bootcamp,9,Product Manager
2400,"aws, data_analysis, excel, gcp, junit, react, swift",Bootcamp,13,Data Analyst
2401,"csharp, css, dotnet, nlp, public_speaking, scala, testing",Bootcamp,4,Frontend Developer
2402,"hadoop, microservices, numpy, php, statistics, swift",Bachelors,5,Data Scientist
2403,"apache_spark, dotnet, figma, gcp, go, kubernetes, typescript",PhD,13,Solutions Architect
2404,"computer_vision, ethereum, figma, github_actions, powershell, sql",Bachelors,0,Backend Developer
2405,"bash, flask, kafka, nosql, sketch, vue",Bootcamp,14,Systems Administrator
2406,"css, hadoop, kotlin, laravel, nginx, rust, swift, ui_design",Masters,7,Cloud Engineer
2407,"bash, hadoop, nlp, nodejs, project_management, rest_apis",Bachelors,11,Backend Developer
2408,"bash, cpp, flask, php, postgresql, rust",Bachelors,8,Robotics Engineer
2409,"apache, ethereum, php",Bootcamp,2,Blockchain Developer
2410,"docker, html, jira, supabase",Bachelors,3,Full Stack Developer
2411,"cicd, deep_learning, kubernetes, nodejs, postgresql, react, websockets",Bachelors,12,Full Stack Developer
2412,"express, figma, kafka, mysql, nlp, python",Bachelors,12,Backend Developer
2413,"apache_spark, firebase, machine_learning, websockets",Bachelors,7,QA Engineer
2414,"apache, mysql, photoshop, solidity",PhD,0,Blockchain Developer
2415,"devops, gitlab, graphql, html, laravel, rabbitmq, swift",Bachelors,3,Full Stack Developer
